,JNJ,ABBV,LLY,MSFT,NVDA,AVGO,NEE,PLD,CCI,PSA
2020-06-25,133.54466247558594,89.27992248535156,158.1739501953125,197.27011108398438,94.74469757080078,292.7426452636719,57.74958038330078,88.19038391113281,156.0191650390625,181.57760620117188
2020-06-26,131.76625061035156,88.48828125,158.1448211669922,193.3215789794922,91.40017700195312,291.3777160644531,57.03966522216797,86.60917663574219,152.80819702148438,179.91419982910156
2020-06-29,132.9423065185547,88.77365112304688,158.03797912597656,195.3992462158203,91.84944152832031,293.6241149902344,57.52743148803711,87.90113830566406,153.7269744873047,181.6441650390625
2020-06-30,134.46258544921875,90.37532806396484,159.45596313476562,200.3915252685547,94.82206726074219,299.1500549316406,57.99346923828125,89.98369598388672,158.51026916503906,182.3950653076172
2020-07-01,134.2235565185547,91.2590103149414,158.60128784179688,201.5633087158203,95.14403533935547,296.4202880859375,59.46400833129883,91.73844146728516,162.8104248046875,189.30532836914062
2020-07-02,134.78765869140625,91.01966857910156,159.15489196777344,203.0994110107422,95.96517944335938,299.0173645019531,59.4978141784668,92.12409973144531,161.7022247314453,189.4954376220703
2020-07-03,134.78765869140625,91.01966857910156,159.15489196777344,203.0994110107422,95.96517944335938,299.0173645019531,59.4978141784668,92.12409973144531,161.7022247314453,189.4954376220703
2020-07-06,136.7095184326172,91.13935089111328,162.08798217773438,207.47137451171875,98.23147583007812,302.1642761230469,59.633033752441406,92.13373565673828,165.09310913085938,186.80545043945312
2020-07-07,136.585205078125,91.45230865478516,161.9520263671875,205.05889892578125,98.55594635009766,296.7899475097656,59.5750846862793,91.42990112304688,162.4504852294922,184.83790588378906
2020-07-08,136.98681640625,91.38787078857422,164.26353454589844,209.56871032714844,101.99280548095703,302.9035949707031,61.15670394897461,92.32656860351562,162.3557586669922,183.79234313964844
